"pathway","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","max_abundance","median_abundance","prevalence","prevalence_pct","description","description_lower","category"
"PWY-6606",16788.1957289781,4140.00104902159,8684.83135177293,13193.2569382927,14607.0431909166,13630.5590804004,6880.14100260093,3305.00820023049,8596.4306074845,8229.88988923181,9602.79454406459,8116.37598936462,5319.55403189727,4403.98929386715,15151.2536695134,12871.2405281519,21425.2175770059,4618.48975382256,9795.31326061364,4756.39332515983,9705.79895061955,21425.2175770059,9143.81294791876,23,115,"guanosine nucleotides degradation II","guanosine nucleotides degradation ii","Degradation"
"PWY-6902",16196.9805156911,4235.77708279645,4766.90278888728,10999.7963571904,8557.65788675931,6048.97820136465,6912.41999452486,387.186982106401,22583.969960438,7220.44262878559,6946.58969997896,9182.98352744131,12000.8248117319,7312.27603205533,10036.8420566393,8013.70303094464,3057.3158416029,405.342358718177,8011.67930849524,4397.10049378562,7863.73847799687,22583.969960438,7588.0072550261,23,115,"chitin degradation II (Vibrio)","chitin degradation ii (vibrio)","Degradation"
"PWY-5030",331.013705036269,3386.7095505847,3823.22940621862,11747.2276650282,4871.58532468828,59.0781215623958,370.92802373028,185.918721693425,10969.6070787136,3299.84657773414,11004.2597753704,11199.5360135229,3292.46642009922,889.389098282093,13587.2174965719,4937.23011375679,11172.1058778676,32346.5328779462,6793.56862120361,14438.9980958671,7435.32242827389,32346.5328779462,5865.3993674802,23,115,"L-histidine degradation III","l-histidine degradation iii","Degradation"
"PWY-6353",1038.00327169531,1493.68219092993,10736.709760568,5660.01895636703,8923.81473822657,11564.1129358113,7382.63960200619,1625.78311948901,5549.18725094671,3899.44490543797,7075.42720011453,11360.95516596,6439.73829157544,1666.81065138491,6469.7167931149,13633.1022248525,24691.4865753693,5877.89702313635,8879.7934572396,606.759951345551,7228.75420327855,24691.4865753693,6772.57199661471,23,115,"purine nucleotides degradation II (aerobic)","purine nucleotides degradation ii (aerobic)","Degradation"
"SALVADEHYPOX-PWY",721.875191786857,1113.50944769149,11480.37247175,4346.18869635632,6999.03755103993,9034.56535018886,6897.12521474606,2063.49070663176,3797.67966446782,3055.66851328869,5861.44936283148,10732.1225102867,5733.5602692901,1296.80660631146,4892.3808489132,13015.6123013761,34247.8595060432,4594.47415096369,7402.49016467518,422.978652118437,6885.46235903786,34247.8595060432,5797.50481606079,23,115,"adenosine nucleotides degradation II","adenosine nucleotides degradation ii","Degradation"
"PWY-6527",4755.96257188048,1132.47073123378,1557.70344869728,559.319376246602,28502.0714305281,24392.806577224,4102.76226248419,130.838273836523,15334.1395607595,2768.68466238287,1573.17400468696,12698.8503120859,17564.1685048352,172.55399367129,3375.00188869414,1792.66141563729,1789.06388906565,363.892442863757,12215.0594049284,1420.29728590029,6810.07410188211,28502.0714305281,3071.8432755385,23,115,"stachyose degradation","stachyose degradation","Degradation"
"PWY-6731",2141.00760218485,2997.74568031947,598.858284361271,0,29057.6148518126,18365.8014003885,405.935035497381,400.681826069547,4001.96958521122,2042.62685234046,2416.05638124874,11954.5145758283,14156.4426200775,17.9529537410864,5825.38188476209,658.432042569847,4021.48270530778,536.901329707438,12057.7613388946,5210.92331923001,5843.40451347764,29057.6148518126,3499.85763276534,22,110,"starch degradation III","starch degradation iii","Degradation"
"PWY-8187",166.018976322737,288.328761027592,2873.14355036012,368.468340138161,15175.5111982216,28420.9662221179,206.799953136637,2020.67159641058,4669.47652737836,444.643319520662,2426.37113153515,6117.09552862902,10577.947498002,258.839424085153,3984.90815186903,553.748020293252,21417.6962604088,5498.72764898312,6876.55898044736,194.868612939109,5627.03948509131,28420.9662221179,3429.02585111457,23,115,"L-arginine degradation XIII (reductive Stickland reaction)","l-arginine degradation xiii (reductive stickland reaction)","Degradation"
"PWY-6595",855.765936140174,1219.55502429139,6583.96826782501,4709.72341335158,7712.09033076495,7925.79209725678,6395.45797472295,2685.50315291285,3930.39253484644,3278.52239055213,5807.09024776526,7143.07118018353,5173.15874984627,1465.91726632461,5205.62233774568,12215.2620887382,14679.4802372342,3584.1986409981,6905.48774900184,484.519267538392,5398.02894440202,14679.4802372342,5301.82564107385,23,115,"superpathway of guanosine nucleotides degradation (plants)","superpathway of guanosine nucleotides degradation (plants)","Degradation"
"PWY-6607",580.395850588164,908.762189511193,7004.06546021916,3597.35026148398,6284.52139558367,6699.45277802668,6377.78185421697,3154.31991319471,3136.42560304157,2545.70669485232,4936.56055657571,8116.37598936462,5177.10855214969,1094.89840356441,3995.85665816785,12107.4669918371,21425.2175770059,3590.80587861887,6195.73847207591,336.502014963759,5363.26565475212,21425.2175770059,5056.8345543627,23,115,"guanosine nucleotides degradation I","guanosine nucleotides degradation i","Degradation"
"P562-PWY",13478.4693710171,3989.23228965274,1178.812250778,10108.0067673558,2330.97954727294,4337.13278963189,4574.76330971618,1245.39124336908,3352.40062208743,6449.18439509153,6464.86390197758,5932.74716228939,2317.66706600074,3027.82524278418,8869.91306896245,6626.03347633648,2202.00030597318,551.883075295283,5706.90175342062,8959.15263818378,5085.16801385982,13478.4693710171,4829.965661788,23,115,"myo-inositol degradation I","myo-inositol degradation i","Degradation"
"PWY-6608",577.014965377086,868.245965015869,8684.83135177293,3443.3280036215,5730.52282117339,7461.48599666205,5742.49320170542,3305.00820023049,3558.32927081422,2429.15986696424,4504.95555961755,6785.44900620356,3792.28534418693,1037.46972506839,3902.94570759915,10718.1816962381,14372.5161331588,3529.84828623202,5328.86909530025,332.212864091463,4805.25765305167,14372.5161331588,4203.95063360835,23,115,"guanosine nucleotides degradation III","guanosine nucleotides degradation iii","Degradation"
"PWY0-321",15379.8626292182,3501.2234000584,1817.52430489016,10429.9928624978,2482.42405684254,4173.02990266279,5263.45779341587,0,849.184294620471,6742.81354293506,6447.16555622294,4214.36989543094,176.713058745166,3563.91841626566,9928.86605708106,7545.19314946801,3053.03631360155,425.693694983638,5112.06770119423,3685.56761589072,4739.60521230126,15379.8626292182,4193.69989904686,22,110,"phenylacetate degradation I (aerobic)","phenylacetate degradation i (aerobic)","Degradation"
"PWY-6071",14761.0975163614,3330.61909474533,1655.55687301397,9995.16222746715,2308.26548896976,3912.8339179751,5028.32631656952,0,834.3075694855,6438.19520332176,6371.15085819901,3689.38717821547,143.731837002817,3422.71813397271,9386.8656145141,7549.10496849344,1168.22444187702,336.103163557587,5055.8145215691,3513.73946459216,4445.06021949514,14761.0975163614,3801.11054809528,22,110,"superpathway of phenylethylamine degradation","superpathway of phenylethylamine degradation","Degradation"
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY",14308.232672272,3163.62806232486,1339.20732256269,9629.1851284584,2440.52440388892,3832.5744204005,4909.17026568913,0,1153.40573458769,6184.78682580782,6529.77264186238,1915.48123120561,101.698029820997,3292.29761595834,8923.87398973763,8482.14695830306,687.45789793828,396.17708077316,5072.93330989939,3587.5322284127,4297.50429099518,14308.232672272,3710.0533244066,22,110,"4-hydroxyphenylacetate degradation","4-hydroxyphenylacetate degradation","Degradation"
"PWY-7873",12497.5525559436,2601.5,1371.99407329598,8366.48709479941,1911.85733053279,3260.38446400829,4121.61079499268,189.459409020218,654.466755938236,5347.99152631566,5265.67728120408,1878.91669797973,132.294719522475,2754.36738699425,7554.91980597443,7279.44785694554,5056.51182698794,347.327002815248,4035.68431334048,2887.5,3875.79754483055,12497.5525559436,3568.09100441942,23,115,"D-erythronate degradation II","d-erythronate degradation ii","Degradation"
"PWY-7874",12497.5525559436,2601.5,1371.99407329598,8366.48709479941,1911.85733053279,3260.38446400829,4154.49717833749,149,654.466755938236,5347.99152631566,5265.67728120408,1975.53324209221,132.294719522475,2767.73272033263,7407.41598793814,7279.44785694554,2854.99289027282,254.173143327745,4035.68431334048,2887.5,3758.80915670738,12497.5525559436,3073.94223200414,23,115,"L-threonate degradation","l-threonate degradation","Degradation"
"PWY-7013",1517.53773289601,920.867619883884,5666.60962167167,5127.00134725394,13346.6190669475,11.999282924235,0,0,10667.3862549443,1245.77648416013,5031.93812557384,1714.59683568708,10559.1740262046,806.51766082887,1286.25778752459,1219.73411734629,500.163439871035,9462.36093865937,3113.51566465558,137.812144701058,3616.7934075867,13346.6190669475,1616.06728429154,21,105,"(S)-propane-1,2-diol degradation","(s)-propane-1,2-diol degradation","Degradation"
"PWY-5419",248.746385114937,2893.78713488127,869.185613302287,153.366721306229,600.624196125453,5302.59936702297,634.030888061792,61.9604147992398,974.161303537344,1855.67686912187,2519.04706426834,2285.05696646961,68.7864770610628,154.582622532988,6599.4789561168,3952.73492771304,12057.3888465594,1297.16385629353,5300.0456185944,5289.60850310828,2655.90163659954,12057.3888465594,2070.36691779574,23,115,"catechol degradation to 2-hydroxypentadienoate II","catechol degradation to 2-hydroxypentadienoate ii","Degradation"
"PWY-5022",0,0,1481.94574768375,564.676152532726,3396.42533295551,1638.33495618306,0,662.675086482606,0,0,3215.06753161887,4796.11239835122,2353.01131376942,290.579989047824,2712.28302394741,5019.89873216719,15327.2909604283,2381.82093008776,4704.3568151012,0,2427.22394851784,15327.2909604283,1995.67313497624,17,85,"4-aminobutanoate degradation V","4-aminobutanoate degradation v","Degradation"
"PWY-6344",3.91189093141781,0,927.862165173982,5611.76532169325,1356.45344488984,0,0,0,5349.9635433116,434.177502635272,4315.55875839891,38.4346723222728,124.032994433132,217.206350551341,3700.83705187044,1522.73937435752,4090.32612385357,15449.2656828496,1641.17182280505,0,2239.18533500386,15449.2656828496,1142.15780503191,18,90,"L-arginine degradation XIV (oxidative Stickland reaction)","l-arginine degradation xiv (oxidative stickland reaction)","Degradation"
"PWY-5130",40.5751748255757,1197.95392934127,2064.15367573139,237.388062907423,2786.36728157958,2968.15814407433,1442.20995151489,41.5926836610105,9834.30764134526,688.554120927833,1694.45335116156,4051.46452569558,1402.33383818991,182.433440988807,1769.34864205118,248.115777063846,2627.3399739384,4192.42627762118,6479.30592258214,296.50964499919,2212.24960301002,9834.30764134526,1731.90099660637,23,115,"2-oxobutanoate degradation I","2-oxobutanoate degradation i","Degradation"
"RHAMCAT-PWY",57.508511050351,19,109.729986228892,98.5,1572.21743019874,16140.4332423493,1081,20.665362035225,16885.6398371476,201.348900228295,122.464858858802,1828.98579156156,1380.90939296417,131.71,568.289709358548,20.90805907173,119.773235488646,62,1265.42310076904,167,2092.67537086554,16885.6398371476,184.174450114147,23,115,"L-rhamnose degradation I","l-rhamnose degradation i","Degradation"
"PWY-7783",544.824047293633,496.744719831311,1618.22332604453,6406.29007300347,75.5792004238666,2776.74010615514,0,31.7682209144409,10666.2438270244,1133.98196951742,5034.11289669438,1137.31396364865,111.976544502618,732.102353834472,4527.37324396291,2318.69813229923,967.07418993102,390.46072441094,1615.3566553463,91.7994905033698,2033.83318426711,10666.2438270244,1135.64796658303,22,110,"plasmalogen degradation","plasmalogen degradation","Degradation"
"PWY-5705",161.395967511832,2209.50922701132,662.033399146323,63.3555298740878,445.47355542527,1341.95929018879,302.733223951082,197.880926272618,2162.27636734077,1070.17428281287,1376.08956435759,4769.61802225984,1980.30600336873,95.5229499986819,4621.49279667511,280.957640665389,10593.6634985652,658.114519180379,2175.62646385938,5327.75052993042,2024.79668791978,10593.6634985652,1359.02442727319,23,115,"allantoin degradation to glyoxylate III","allantoin degradation to glyoxylate iii","Degradation"
"GALACTITOLCAT-PWY",0,113.626327216973,1856.19557115261,7.98075515888879,2666.79418405267,21430.0227672647,291.862344169617,124.504922999243,1939.97839328826,108.474229077646,450.995559887187,2078.1028617264,4198.13668516081,281.366407680992,589.110198800247,155.735994044793,1779.08433055409,180.505491059245,1731.95029459304,0,1999.22136589437,21430.0227672647,520.052879343717,21,105,"galactitol degradation","galactitol degradation","Degradation"
"PWY-5180",187.375256107044,1041.58618111494,940.991575243294,161.769708980315,634.824640743534,1066.83357737922,235.484974811442,306.676458437748,709.0755822563,314.291539729369,2604.90187486848,2602.82808631982,2769.87795695268,212.03740608663,2592.52121183648,2749.59769089767,16028.7571622225,1754.55763762458,2410.22961260347,67.9014013909234,1969.60597678032,16028.7571622225,1054.20987924708,23,115,"toluene degradation I (aerobic) (via o-cresol)","toluene degradation i (aerobic) (via o-cresol)","Degradation"
"PWY-6313",386.744424094935,422.829789421245,432.842725704221,1666.98379936319,11.992925411235,1030.80783283386,5192.94126421779,73.0975014832883,1492.28123572028,965.114337767058,818.430922397126,5632.20569674683,2114.01774717331,186.77314577172,831.474222900104,8768.24706570583,7967.7379820516,770.618824582339,353.686128822828,272.502409677008,1969.56649909229,8768.24706570583,898.294280333581,23,115,"serotonin degradation","serotonin degradation","Degradation"
"PWY-5692",161.395967511832,2209.50922701132,390.964349929899,41.25235964663,445.47355542527,1341.95929018879,302.733223951082,150.9722931671,2162.27636734077,1070.17428281287,1376.08956435759,4769.61802225984,1980.30600336873,70.7246140330526,4621.49279667511,122.730660051455,7543.49469861558,561.800117997288,2175.62646385938,5327.75052993042,1841.3172194067,7543.49469861558,1359.02442727319,23,115,"allantoin degradation to glyoxylate II","allantoin degradation to glyoxylate ii","Degradation"
"URDEGR-PWY",161.395967511832,2209.50922701132,390.964349929899,41.25235964663,445.47355542527,1341.95929018879,302.733223951082,150.9722931671,2162.27636734077,1070.17428281287,1376.08956435759,4769.61802225984,1980.30600336873,70.7246140330526,4621.49279667511,122.730660051455,7543.49469861558,561.800117997288,2175.62646385938,5327.75052993042,1841.3172194067,7543.49469861558,1359.02442727319,23,115,"superpathway of allantoin degradation in plants","superpathway of allantoin degradation in plants","Degradation"
"GLCMANNANAUT-PWY",644.03449078549,642.980706350498,1887.25814049114,4.4456722932962,12069.5895000966,512.688382455759,211.113306541795,388.671952092992,2918.62993100195,248.311987898672,1793.09856030106,2847.2377941139,4923.59648977573,331.078053859007,228.557051231208,122.572437501907,167.82553421567,3367.8391821964,3024.55935515331,57.366641782018,1819.57275850692,12069.5895000966,643.507598567994,23,115,"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation","superpathway of n-acetylglucosamine, n-acetylmannosamine and n-acetylneuraminate degradation","Degradation"
"LACTOSECAT-PWY",439.442296126675,266.558891204416,396.175652796,0,1865.56628667273,22739.8212374921,158.628358014,0,507.227948900803,124.753810455212,77.9572846736941,1942.53703822198,5623.13897244349,175.083036357931,231.716271082086,158.561742199732,160.364334152741,0,598.23408323742,0,1773.28836220155,22739.8212374921,249.137581143251,19,95,"lactose and galactose degradation I","lactose and galactose degradation i","Degradation"
"GOLPDLCAT-PWY",380.162836518998,734.940466025362,2134.05686958859,2011.22787659065,659.740725045611,81.8541899884411,23.3394486487801,69.0727410415205,5430.21559565254,887.581913408893,2757.62609673279,1329.62133274558,4195.10569760217,269.635794245046,2161.12858702951,864.605715225422,3322.78602124994,3893.91988498405,3421.58999679484,220.291814224844,1742.42518016718,5430.21559565254,1536.02325645638,23,115,"superpathway of glycerol degradation to 1,3-propanediol","superpathway of glycerol degradation to 1,3-propanediol","Degradation"
"PWY-7431",405.719496139132,415.277584376571,411.252227336948,1704.30892821024,11.9829372780202,987.10058587525,4768.38352880747,65.5627431835193,1327.64562612885,981.738379953617,810.12660817762,3950.60810429947,1730.33917673644,192.072017464518,819.730268730917,7791.93041536127,7046.99554484208,710.645863310254,349.612742629391,267.658878363822,1737.43458286027,7791.93041536127,900.734324342267,23,115,"aromatic biogenic amine degradation (bacteria)","aromatic biogenic amine degradation (bacteria)","Degradation"
"PWY-7456",167.542419613059,68.8015390152967,341.09857538213,0,2822.37864287573,0,2416.73796436053,54.7938685991989,22541.2386377487,460.874695023736,0,2688.70106973811,2030.5541702155,0,138.285498375184,48.2655953329023,64.448887871214,0,0,557.432751040212,1720.05771575958,22541.2386377487,152.913958994121,17,85,"&beta;-(1,4)-mannan degradation","&beta;-(1,4)-mannan degradation","Degradation"
"PWY-5420",177.200032721255,1117.3849744771,943.449142509814,147.411442322583,228.37979840066,520.166190824352,263.909018649259,69.84354294348,716.722565946658,356.147563145213,2617.57480109861,1844.97538879292,88.3234210911291,181.557463997233,2166.61598553236,3079.11730253855,13655.5714744423,1425.53010117134,2273.81921380457,78.9013229823474,1597.63003736959,13655.5714744423,830.085854228236,23,115,"catechol degradation II (meta-cleavage pathway)","catechol degradation ii (meta-cleavage pathway)","Degradation"
"PWY-5415",137.920152977754,903.307771929486,823.072671163033,111.362625831299,166.803450580804,382.667211633166,205.430236689958,72.6700233719435,553.1456975755,266.65055086497,2461.51183317461,1719.39056033486,120.1296418238,144.270255626201,1715.8722462902,2529.53250633903,13667.0219463213,1568.37746986435,1842.99835444641,56.6118631736428,1472.43735350062,13667.0219463213,688.109184369266,23,115,"catechol degradation I (meta-cleavage pathway)","catechol degradation i (meta-cleavage pathway)","Degradation"
"PWY-5417",171.564461974537,447.312372992932,951.761502297631,125.926362492606,117.586417738454,343.850867664958,244.989286294625,284.648731568261,488.95912292937,219.158048405055,2660.69762899869,1640.46770007513,242.600543610205,372.965896729289,979.891014343423,2510.5553845592,13442.5285867297,1163.95718900751,1406.15455248052,49.7311995806837,1393.26534352364,13442.5285867297,468.135747961151,23,115,"catechol degradation III (ortho-cleavage pathway)","catechol degradation iii (ortho-cleavage pathway)","Degradation"
"PWY-5431",171.564461974537,447.312372992932,951.761502297631,125.926362492606,117.586417738454,343.850867664958,244.989286294625,284.648731568261,488.95912292937,219.158048405055,2660.69762899869,1640.46770007513,242.600543610205,372.965896729289,979.891014343423,2510.5553845592,13442.5285867297,1163.95718900751,1406.15455248052,49.7311995806837,1393.26534352364,13442.5285867297,468.135747961151,23,115,"aromatic compounds degradation via &beta;-ketoadipate","aromatic compounds degradation via &beta;-ketoadipate","Degradation"
"CATECHOL-ORTHO-CLEAVAGE-PWY",136.640376756597,336.937322527296,792.272543145619,99.0464425703765,91.3793457321883,238.997888426113,179.143720816896,380.713735558408,430.488762639897,166.23416313337,2183.02722556881,1263.19807020732,220.058461115711,287.412707969016,715.200594370178,1889.01390923164,12345.577083557,1117.80388836022,1123.15031900654,37.8800773694391,1201.70883190313,12345.577083557,405.601249099153,23,115,"catechol degradation to &beta;-ketoadipate","catechol degradation to &beta;-ketoadipate","Degradation"
"PWY-5028",100.32444527777,0,624.755718814217,74.2757055074605,0,1611.77174223182,268.974392703092,455.45714297164,25.3104403339802,738.204808275075,74.7522817777195,1860.63767463787,42.196760127362,22.4195896308896,2687.06115622787,774.776812305712,13332.0783395786,1088.71716844824,0,0,1189.08570894247,13332.0783395786,362.215767837366,19,95,"L-histidine degradation II","l-histidine degradation ii","Degradation"
"PWY-8131",75.853764026134,0,4756.22614951839,174.463878669771,527.693413844771,1559.07386427194,110.062534834542,1010.42839867077,501.262195874462,0,172.46270812423,3036.03102401341,280.076087597231,202.7324289275,4645.86850877319,909.158898427713,2877.90670526484,852.258735547677,389.887963826053,0,1104.07236301063,4756.22614951839,514.477804859617,20,100,"5'-deoxyadenosine degradation II","5'-deoxyadenosine degradation ii","Degradation"
"PWY-6185",171.966940869493,512.095167669596,1031.85830946142,158.403182911564,109.960808861329,311.748954484798,247.089926306878,0,531.46643232813,248.371606134151,2852.89069499662,1689.72453088877,239.263163014057,376.844920125738,1142.01739493319,2735.61560756556,5355.03865040493,638.269769707183,1495.39631164401,54.8024221730944,995.141239724026,5355.03865040493,521.780799998863,22,110,"4-methylcatechol degradation (ortho cleavage)","4-methylcatechol degradation (ortho cleavage)","Degradation"
"GALACTARDEG-PWY",78.3424149231714,33.2370035095331,1134.24122363928,156.901096097029,2596.29991579825,1537.75083557633,612.476375885934,448.964472733385,2148.36711859845,758.573879254944,131.691422621163,2400.28139204233,837.691051864441,441.880360491375,1118.24731308866,19.8968144814184,4686.29797178155,388.60876803995,77.5964390997232,252.072247067398,992.970905829715,4686.29797178155,685.525127570439,23,115,"D-galactarate degradation I","d-galactarate degradation i","Degradation"
"GLUCARGALACTSUPER-PWY",78.3424149231714,33.2370035095331,1134.24122363928,156.901096097029,2596.29991579825,1537.75083557633,612.476375885934,448.964472733385,2148.36711859845,758.573879254944,131.691422621163,2400.28139204233,837.691051864441,441.880360491375,1118.24731308866,19.8968144814184,4686.29797178155,388.60876803995,77.5964390997232,252.072247067398,992.970905829715,4686.29797178155,685.525127570439,23,115,"superpathway of D-glucarate and D-galactarate degradation","superpathway of d-glucarate and d-galactarate degradation","Degradation"
"PWY-6182",151.488156746185,410.242459462244,882.902532645869,110.047751102078,108.763824121554,296.659388496828,212.717846577134,241.321686856286,457.203227460398,202.172609074377,2536.24243301506,1518.2014675155,224.043874116519,341.587584528361,880.04675600023,2367.38082035728,6268.28474691768,695.651298597898,1348.44342557751,46.6478916261104,965.002489039755,6268.28474691768,433.722843461321,23,115,"superpathway of salicylate degradation","superpathway of salicylate degradation","Degradation"
"HEXITOLDEGSUPER-PWY",0,301.262550889708,859.874805776311,27.5371080128714,1602.9517684685,334.344003776195,634.050361369091,289.381793681517,3314.09523904178,321.331032563764,743.778366738531,2506.39504764446,4659.11050130484,484.315155782189,671.371952522496,408.63140180902,1428.99949045864,518.128168672682,18.6155638023104,0,956.208715615745,4659.11050130484,576.089265020887,21,105,"superpathway of hexitol degradation (bacteria)","superpathway of hexitol degradation (bacteria)","Degradation"
"PWY-7480",155.506310501467,498.213591530475,707.705625327901,129.045322114113,146.295266721461,100.992910918285,133.4983936843,0,649.555974276663,245.575699677277,1954.38964231355,254.762526836895,25.9647306430249,154.582622532988,1208.13549044544,3184.61920453605,4111.21410202643,345.43175760878,1736.46156967067,67.543346070609,790.474704371819,4111.21410202643,300.097142222837,22,110,"2,3-dihydroxybenzoate degradation","2,3-dihydroxybenzoate degradation","Degradation"
"FUCCAT-PWY",9.60189334602571,33.4782371031643,44.5420534440728,108.649056511608,2106.56936723082,0,248.214412600663,28.8969696969697,6977.12386249116,222.634927338696,147.026589056486,1201.38529819338,855.103843449009,63.1862579978026,619.941957918287,30.5495926754616,0,73.2825836344552,1635.38248688136,0,720.278469478471,6977.12386249116,127.837822784047,20,100,"fucose degradation","fucose degradation","Degradation"
