"pathway","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","max_abundance","median_abundance","prevalence","prevalence_pct","description","description_lower","category"
"PWY-7115",14317.7075477008,4542.62431465932,7367.80131054984,10344.021037348,8485.11194413979,13498.3838077366,7357.89884281321,1548.47079593324,26333.8388405026,7189.76167938561,8308.00811207217,13941.9753758501,7117.58072634758,3354.23685442448,12599.1489012029,10178.1861163654,19960.4103437262,2193.60996141994,11547.9996358267,8287.75909763519,9923.72676228199,26333.8388405026,9204.41935321089,23,115,"C4 photosynthetic carbon assimilation cycle, NAD-ME type","c4 photosynthetic carbon assimilation cycle, nad-me type","Other Metabolic Pathways"
"PWY-5723",19842.2027003239,5578.53955238023,10277.8082847474,17631.7794265809,10193.9465055727,14127.9287281083,7976.5362795535,1019.2591439417,3374.13517669364,9676.02657854643,13721.4539213135,8168.60371345097,620.069958774492,4364.57653332767,18216.0149658189,14620.4873461559,1487.6624096549,1841.61023938382,14627.8647878876,7309.80055659058,9233.81534044036,19842.2027003239,9454.92095949339,23,115,"Rubisco shunt","rubisco shunt","Other Metabolic Pathways"
"PWY-5138",23301.850630214,5702.80609766508,7216.70096540036,16527.8134596177,4148.40947647299,7076.19763528061,7828.17768594894,0,2368.84849158242,10297.6876771726,10571.6044514065,5614.98717096232,619.059311715413,5443.49758284843,16337.1546294221,12343.1761895516,24292.8838726739,1251.27321807746,12893.3939050286,6940.81333702086,9038.81678940309,24292.8838726739,7522.43932567465,22,110,"fatty acid &beta;-oxidation IV (unsaturated, even number)","fatty acid &beta;-oxidation iv (unsaturated, even number)","Other Metabolic Pathways"
"PWY-7117",13797.1840534311,3888.73129115453,7666.29671798965,9822.6071814952,8438.15282191317,9592.86549097326,6839.14774933079,1248.04308497043,18806.7549057224,6764.88597339326,8161.53915855865,7632.45671946579,6482.91420852029,3244.18634364513,11553.9315890979,10197.1493607659,22618.9064926229,1791.5075247349,11997.7032348179,5435.73255349414,8799.03482280487,22618.9064926229,8299.84599023591,23,115,"C4 photosynthetic carbon assimilation cycle, PEPCK type","c4 photosynthetic carbon assimilation cycle, pepck type","Other Metabolic Pathways"
"PWY0-1479",13413.4628196527,4573.0309296291,7381.75255374978,11478.3031722403,4159.91152285243,9578.43927164947,8513.56635962565,1713.8946378048,2915.68610307778,7342.14300393509,10115.4089101851,6933.14606560491,879.6537563263,3194.85833357542,13285.488100984,14382.5110608719,23034.0670950287,2905.91602659463,11773.6712182335,6874.78336189147,8222.48471517565,23034.0670950287,7802.11863446272,23,115,"tRNA processing","trna processing","Other Metabolic Pathways"
"PWY-6467",12678.79,3191.83,6111.23,8586.4,3885.36,5981.2,9686.75,1477,18406.41,6391.5,7617.36,5646.93,1786.54,2954,9666.61,13838.33,32085.37,1819.83,8390.75,3486.75,8184.447,32085.37,7004.43,23,115,"Kdo transfer to lipid IVA III (Chlamydia)","kdo transfer to lipid iva iii (chlamydia)","Other Metabolic Pathways"
"LIPASYN-PWY",12481.79,2618.5,2870.27,8373.4,1867.69,4419,5194,29636,17147.91,5716.5,5109.36,3402.93,416.64,2873,7414.68,5868.5,2735.31,30215.52,3505.75,3054.5,7746.0625,30215.52,5151.68,23,115,"phospholipases","phospholipases","Other Metabolic Pathways"
"PWY-7118",14525.7668702951,4031.11135145584,2753.775507064,10121.2950832494,3124.46190371067,7473.56977709157,5269.46603592098,1121.9850081775,5093.65536888321,7163.52368743403,6899.42563821268,6777.0184893293,1991.49536205203,3421.82789817148,12200.5870466732,9007.46563446852,21914.3803895429,2033.01430616042,15611.6733373799,5306.14033975666,7292.08195175147,21914.3803895429,6838.22206377099,23,115,"chitin deacetylation","chitin deacetylation","Other Metabolic Pathways"
"PWY-6803",17004.1528207583,3836.83413144917,2110.16574212981,11320.2578668763,3389.32290135049,6548.85387726393,7836.38041190797,31.5543951261967,26565.9085495475,8109.9165120122,7440.25441774008,5666.67973401265,785.221459622428,3881.39331426738,11238.7255001533,9596.90661755453,1164.02571154262,378.630806559354,6396.84293910834,4295.24217534992,6879.86349421662,26565.9085495475,6472.84840818614,23,115,"phosphatidylcholine acyl editing","phosphatidylcholine acyl editing","Other Metabolic Pathways"
"GLYOXYLATE-BYPASS",12649.7531707418,2951.41032612203,2024.25629004565,8552.33725525202,2208.47241550761,4748.66548255538,4614.56492592842,307.313815739665,3698.37140568676,5910.9254391309,5878.7405803699,4271.7934058794,1245.64576867907,2970.22672054324,9667.85978623462,8587.84623940763,20423.046705081,1545.32429848915,11883.6367950826,3274.33121493934,5870.72610207081,20423.046705081,4681.6152042419,23,115,"glyoxylate cycle","glyoxylate cycle","Other Metabolic Pathways"
"PWY0-42",12547.3137647318,3149.85334617089,5216.89694980552,8443.23001808595,1931.28689685695,4910.6884685587,6193.09369484945,204.353294659921,1691.24949006225,5947.95884106506,6576.75644204971,3835.3646183141,777.79086208324,2839.72508369711,8687.50704586034,9484.6185999621,20995.9402510591,1031.43247218288,6733.7603239022,3546.74207725818,5737.27812706078,20995.9402510591,5477.08753843315,23,115,"2-methylcitrate cycle I","2-methylcitrate cycle i","Other Metabolic Pathways"
"PWY-241",2906.02061582224,3465.65321537419,4127.77795269592,7700.39598406072,5772.02490947443,7338.04618175117,586.574829905215,3407.28387222071,13712.9598538693,3441.83900316131,6903.72517723328,6027.92127253732,1530.90234470063,694.014095942975,10315.6580868562,3646.13140127482,15397.1899412647,1354.37028584167,8321.19019309243,5120.3427312522,5588.50109741657,15397.1899412647,5354.42191433439,23,115,"C4 photosynthetic carbon assimilation cycle, NADP-ME type","c4 photosynthetic carbon assimilation cycle, nadp-me type","Other Metabolic Pathways"
"PWY-1622",1402.14062515369,3666.82346247527,4550.86006913702,8240.00518923689,3717.21143508611,13306.8880740145,935.98998568313,1026.22037607318,4128.03707431249,3593.59098072557,7933.7165178629,8800.57110840612,3972.13142671266,898.821113119664,10731.179413228,4039.1563432353,10709.7230587425,4867.8694823428,7124.47373872432,6701.95603247898,5517.36827533756,13306.8880740145,4709.36477573991,23,115,"formaldehyde assimilation I (serine pathway)","formaldehyde assimilation i (serine pathway)","Other Metabolic Pathways"
"P185-PWY",88.3662344783909,5154.05584970709,2573.8013156634,55.9102183511492,662.48429890327,16426.6947629315,839.339798270043,5550.09529130237,9013.610432921,2975.29837379252,4659.17877989852,18213.1918959032,9592.97261290402,488.528952883331,7682.47049413832,379.561912915333,4699.53632811978,4501.25892598673,5029.44066511052,9317.69195474891,5395.17445494647,18213.1918959032,4864.48849661515,23,115,"formaldehyde assimilation III (dihydroxyacetone cycle)","formaldehyde assimilation iii (dihydroxyacetone cycle)","Other Metabolic Pathways"
"PWY0-1338",13892.1566963045,2892.03438425956,1371.10489270213,9285,2459.22221226288,3709.68741043122,4567.13298884961,0,593.657644170134,5837.22222222222,5682.65671413142,2416.68111268844,120.592564422765,3149.66777810739,7840.26600363183,6718.02039602946,214.444444444444,225.577464788732,3930.91646725524,3208.33333333333,3905.71873650177,13892.1566963045,3459.01037188227,22,110,"polymyxin resistance","polymyxin resistance","Other Metabolic Pathways"
"PWY-1861",0,441.328917461125,587.817026260281,0,8273.90318357154,2382.80533907754,311.893916797957,653.838510771291,1053.31410337087,135.420584500628,214.839720818335,17462.3190542214,10364.07920258,14.8060797392795,7485.15812400458,284.364626647214,7057.75784938416,901.818631683898,620.849336323001,8423.34175263594,3333.48279799245,17462.3190542214,777.828571227595,21,105,"formaldehyde assimilation II (assimilatory RuMP Cycle)","formaldehyde assimilation ii (assimilatory rump cycle)","Other Metabolic Pathways"
"PWY-4984",1000.71386522039,618.366825584103,3386.89693764753,424.87675442607,1142.16835124838,2024.79276284001,131.016853624002,563.903266377745,6782.00264333183,1117.85296695817,2743.27456226386,5207.22359449588,3248.9343974138,324.428979347929,3594.0499117841,7505.57457253348,11263.8312313047,2925.52793363354,4528.70882057592,272.837130604986,2940.34911806082,11263.8312313047,2834.4012479487,23,115,"urea cycle","urea cycle","Other Metabolic Pathways"
"RUMP-PWY",0,336.24505373702,438.104443809194,0,5608.25432906288,1825.59821798301,235.886564394013,467.816429748675,796.289237561525,101.762662595311,161.010206237057,15526.1524503438,8238.880642236,11.1095574577592,5824.69764206999,213.208088739257,4898.99061265582,554.352014334145,462.828023333724,12335.8449888018,2901.85155825505,15526.1524503438,511.08422204141,21,105,"formaldehyde oxidation I","formaldehyde oxidation i","Other Metabolic Pathways"
"PWY0-1477",839.79663240685,1109.1754252931,14261.7886698951,75.0590146000506,1079.77279362596,4126.23285785918,273.583100203459,2689.1904285073,5662.29687242616,557.249936131125,2972.2368324886,5299.28892574542,3451.86633686338,577.018035644264,539.179052157838,2843.33517516438,628.926884582464,7045.438096561,1759.95896897386,613.163645797743,2820.22788424636,14261.7886698951,2224.57469874058,23,115,"ethanolamine utilization","ethanolamine utilization","Other Metabolic Pathways"
"GLUDEG-I-PWY",743.619531191907,340.210241787409,3835.33744822623,576.411565527181,5737.69289701585,1006.07063959921,575.003451042946,320.748406907752,1674.78423904299,1704.5555007692,3658.17391641468,4225.48312339276,4287.21189649033,390.659641495429,2900.27074658075,3166.41012279175,1636.93796722028,2296.61841226917,4785.34949544201,475.381021196678,2216.84651322023,5737.69289701585,1960.70100699471,23,115,"GABA shunt","gaba shunt","Other Metabolic Pathways"
"PWY-5747",57.3424551624582,0,790.641074098473,111.362644035419,243.130707961055,326.233303411939,130.91502265496,182.696025476692,935.670792966198,724.384772899062,553.388980591785,1825.75744540521,347.673298085808,115.574669821672,1884.36572939579,7.07199855086018,18083.567951679,497.161372934162,5050.68450789164,580.714977233565,1622.41688651279,18083.567951679,525.275176762974,22,110,"2-methylcitrate cycle II","2-methylcitrate cycle ii","Other Metabolic Pathways"
"P221-PWY",407.449381151982,49.8112212560445,876.195069820972,1698.7761329059,3426.30104608871,653.323244565681,234.911479261227,273.240456926726,1226.05374416488,831.374201277104,543.072000365297,4401.93914880422,1752.38148834864,193.74415911562,858.251408174792,454.946338176688,490.248811896076,398.974595226013,2329.5703370691,0,1055.02821322978,4401.93914880422,742.348722921392,22,110,"octane oxidation","octane oxidation","Other Metabolic Pathways"
"METH-ACETATE-PWY",5.70850647609459,202.724175025785,1553.58143503193,0,4471.53343320134,0,0,0,2435.37463765755,169.724860706874,1249.54989494504,1368.36485501965,1581.18779595109,125.233734563698,88.2007726306717,185.160337369787,34.5039662517545,3291.88461765776,2436.87117887177,36.7784983932223,961.819134987701,4471.53343320134,193.942256197786,19,95,"methanogenesis from acetate","methanogenesis from acetate","Other Metabolic Pathways"
"CODH-PWY",5.20243089976215,180.444848752137,1412.46412670953,0,4103.60869816956,0,0,0,2277.07282960051,157.829602836909,1169.38619941448,1057.90271601281,1345.1275781002,114.631665948007,82.0193808494169,165.461298578369,31.949471278052,3029.32012278252,2210.60247607732,32.8479729342222,868.79357094719,4103.60869816956,172.953073665253,19,95,"reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)","reductive acetyl coenzyme a pathway i (homoacetogenic bacteria)","Other Metabolic Pathways"
"KETOGLUCONMET-PWY",43.9229102342239,57.6257981267659,233.657256549577,27.9581303939161,13.9942288066173,3064.29283482986,120.389874513198,1127.38420526052,175.021374285091,185.202310088908,174.337433744887,2370.23898658565,414.985311870923,15.3832925157466,300.743147581324,63.8381804282467,787.539940638033,100.977085135293,5417.48083646128,0,734.748656902503,5417.48083646128,180.111842186999,22,110,"ketogluconate metabolism","ketogluconate metabolism","Other Metabolic Pathways"
"PWY0-1337",0,1850.01715300694,1464.69946934732,14.6581242282475,0,980.547192332461,0,0,121.866281361061,259.876335594856,43.8823596036492,2242.48001349254,513.27420648963,492.83205339097,1422.7268990407,29.2931791838649,681.305352032245,0,573.238056820667,0,534.534833796258,2242.48001349254,376.354194492913,17,85,"oleate &beta;-oxidation","oleate &beta;-oxidation","Other Metabolic Pathways"
"PWY66-367",14.7864700325993,39.252190944657,158.222672131901,7.75550210951989,0,170.012930978668,0,303.899068846374,922.422311664779,271.390564913815,322.434497228219,3372.02628518606,560.421256044337,7.61167639989491,78.424230987765,172.992259802965,110.271358172756,346.322357241689,0,0,342.9122816343,3372.02628518606,164.117801555285,19,95,"ketogenesis","ketogenesis","Other Metabolic Pathways"
"PWY-6531",0,25.6020174755816,162.749825047333,44.8657953501906,136.681073314452,2413.3892147532,0,317.714529223385,0,0,35.4900615651053,0,10.3323113638419,0,466.499214864773,16.3008596910289,1805.40280439838,169.875682545816,0,0,280.245169479654,2413.3892147532,30.5460395203434,15,75,"mannitol cycle","mannitol cycle","Other Metabolic Pathways"
"PWY-7052",1018.83,20.2477294509607,358.870905629396,993.089245850723,7.16969059145443,0,51.3292682926829,0,802.668356367357,116.82,366.806799132524,200.337943883847,317.355691448202,75.7034676908976,224.958584789318,189.624087591241,249.368207646681,220.988918137617,129.08147354894,0,267.162518502592,1018.83,210.663431010732,20,100,"cyanophycin metabolism","cyanophycin metabolism","Other Metabolic Pathways"
"PWY66-391",0,0,405.969974568794,141.927670046426,0,5.99797161526956,0,0,0,0,0,0,113.026999589017,114.901821708417,257.709501317303,314.595889951181,869.875169044064,41.6347225851203,0,0,113.28198602128,869.875169044064,2.99898580763478,12,60,"fatty acid &beta;-oxidation VI (mammalian peroxisome)","fatty acid &beta;-oxidation vi (mammalian peroxisome)","Other Metabolic Pathways"
"PWY-7942",0,0,394.815128504188,0,0,759.509902097646,0,0,0,0,19.6125958106089,89.649339773715,0,17.6149732620321,238.431610859258,13.3625524157622,38.8241326460218,20.5910857614924,0,0,79.6205660565362,759.509902097646,6.68127620788108,12,60,"5-oxo-L-proline metabolism","5-oxo-l-proline metabolism","Other Metabolic Pathways"
"PWY-6837",0,0,270.621512982534,94.4650266745702,0,3.99783725331171,0,0,0,0,0,0,67.1604903078677,76.3124916256395,171.112908941189,208.499143168718,577.514192088656,27.2313725490196,0,0,74.8457487795753,577.514192088656,1.99891862665585,12,60,"fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)","fatty acid &beta;-oxidation v (unsaturated, odd number, di-isomerase-dependent)","Other Metabolic Pathways"
"PWY-7039",81.7330430315259,65.1946755407654,7.99320858350153,45.8745628075168,99.2980693817555,29.8758963044677,71.3872340425532,155.391725676242,73.3742112632517,53.7278581427905,21.9549462333562,110.294332004585,60.5772333432925,51.5285913528591,83.5605069119257,49.8041826584162,73.8095966620306,29.2924528301887,49.8196052963885,96.3647199046484,65.542832598603,155.391725676242,65.3687540696842,23,115,"phosphatidate metabolism, as a signaling molecule","phosphatidate metabolism, as a signaling molecule","Other Metabolic Pathways"
"PWY-922",0,350.407843883379,97.5638149351838,0,0,0,68.9227063939555,239.334346084733,0,0,0,24.4695104210475,71.4801753531015,0,27.8877356151345,0,157.551106547954,0,157.33278277114,0,59.7475011002815,350.407843883379,12.2347552105238,12,60,"mevalonate pathway I (eukaryotes and bacteria)","mevalonate pathway i (eukaryotes and bacteria)","Other Metabolic Pathways"
"PWY-7268",0,0,159.775721695216,49.3934901720208,0,0,0,0,0,0,0,0,15.4996526834253,11.9771493359729,85.244312371857,13.4936355735649,536.701502235543,20.9564694758299,0,0,44.6520966771715,536.701502235543,0,10,50,"cytosolic NADPH production (yeast)","cytosolic nadph production (yeast)","Other Metabolic Pathways"
"PWY-7269",0,0,107.021450870943,32.9611661425819,0,0,0,0,0,0,0,0,10.3371800971867,7.99043299659475,56.913177325092,8.99767421827892,359.172923469882,13.9969651550248,0,0,29.8695485137792,359.172923469882,0,10,50,"mitochondrial NADPH production (yeast)","mitochondrial nadph production (yeast)","Other Metabolic Pathways"
"PWY-6421",0,0,105.973773808567,31.198224852071,0,0,0,0,0,0,0,0,53.004,15.9789607979116,51.297192752047,22.20966381691,196.330724913181,10.5,0,0,24.3246270470344,196.330724913181,0,10,50,"arsenate detoxification IV (mycothiol)","arsenate detoxification iv (mycothiol)","Other Metabolic Pathways"
"PWY-7854",0,0,113.904898593007,0,0,0,0,0,0,0,0,0,0,0,91.5580147425896,27.9488661192385,37.9646543296243,0,0,0,13.568821689223,113.904898593007,0,6,30,"crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered)","crotonyl-coa/ethylmalonyl-coa/hydroxybutyryl-coa cycle (engineered)","Other Metabolic Pathways"
"PWY-7913",0,0,1.55797737346325,0,0,0,0,219.999146243527,0,0,0,0,0,0,0,0,0,0,0,0,11.0778561808495,219.999146243527,0,4,20,"firefly bioluminescence","firefly bioluminescence","Other Metabolic Pathways"
"PWY-5209",0,0,21.9005751848809,0,0,0,0,178.8,0,0,0,0,0,0,0,0,11.8899755501222,0,0,0,10.6295275367502,178.8,0,5,25,"methyl-coenzyme M oxidation to CO2","methyl-coenzyme m oxidation to co2","Other Metabolic Pathways"
"PWY-7434",0,0,7.14,0,0,0,0,0,0,0,1.43,72.57,7.57,100,0,0,0,0,0,0,9.4355,100,0,7,35,"terminal O-glycans residues modification (via type 2 precursor disaccharide)","terminal o-glycans residues modification (via type 2 precursor disaccharide)","Other Metabolic Pathways"
"PWY-5741",0,0,81.3239737751831,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5950685512021,0,0,0,5.64595211631926,81.3239737751831,0,4,20,"ethylmalonyl-CoA pathway","ethylmalonyl-coa pathway","Other Metabolic Pathways"
"PWY-1882",0,0,19.154004458588,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8460301207726,0,0,0,2.70000172896803,34.8460301207726,0,4,20,"superpathway of C1 compounds oxidation to CO2","superpathway of c1 compounds oxidation to co2","Other Metabolic Pathways"
"PWY-7784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7705846713855,0,0,0,1.03852923356928,20.7705846713855,0,3,15,"reductive acetyl coenzyme A pathway II (autotrophic methanogens)","reductive acetyl coenzyme a pathway ii (autotrophic methanogens)","Other Metabolic Pathways"
